Cruise,Station,mon/dd/yyyy,hh:mm,Longitude [degrees east],Latitude [degrees north],Bottom Depth [m],Pressure [db],Temperature [degrees C],Temperature 2 [degrees C],Salinity [psu],Salinity 2 [psu],Fluorescense [mg/m^3],Beam Transmission [%],PAR,Oxygen [umol/kg],Oxygen [% saturation]
SKQ201617S,sta001,12/24/2016,15:37,-109.34742,22.6666,2960,153.016,13.6651,13.6654,34.7248,34.733,6.98E-02,98.5387,4.04E-02,23.407,9.181
SKQ201617S,sta001,12/24/2016,15:37,-109.34742,22.6666,2960,154.023,13.628,13.6237,34.7161,34.7224,6.92E-02,98.5402,3.85E-02,22.692,8.894
SKQ201617S,sta001,12/24/2016,15:37,-109.34742,22.6666,2960,155.03,13.5964,13.5946,34.7124,34.7198,9.77E-02,98.5447,3.66E-02,23.498,9.204
SKQ201617S,sta001,12/24/2016,15:37,-109.34742,22.6666,2960,156.037,13.6741,13.6695,34.7518,34.759,7.12E-02,98.5417,3.39E-02,26.024,10.212
SKQ201617S,sta001,12/24/2016,15:37,-109.34742,22.6666,2960,157.044,13.7635,13.7644,34.7896,34.7983,7.07E-02,98.5055,3.21E-02,27.073,10.645
SKQ201617S,sta001,12/24/2016,15:37,-109.34742,22.6666,2960,158.052,13.7175,13.7174,34.7871,34.7955,6.81E-02,98.5013,3.04E-02,26.259,10.315
SKQ201617S,sta001,12/24/2016,15:37,-109.34742,22.6666,2960,159.059,13.6649,13.6646,34.7886,34.7968,7.01E-02,98.5207,2.87E-02,25.413,9.972
SKQ201617S,sta001,12/24/2016,15:37,-109.34742,22.6666,2960,160.066,13.639,13.6392,34.7969,34.8053,7.23E-02,98.5002,2.72E-02,24.852,9.748
SKQ201617S,sta001,12/24/2016,15:37,-109.34742,22.6666,2960,161.073,13.6173,13.6157,34.7976,34.8055,6.97E-02,98.4778,2.57E-02,24.466,9.592
SKQ201617S,sta001,12/24/2016,15:37,-109.34742,22.6666,2960,162.08,13.5811,13.5812,34.7919,34.8006,7.17E-02,98.4899,2.44E-02,24.071,9.43
SKQ201617S,sta001,12/24/2016,15:37,-109.34742,22.6666,2960,163.087,13.5513,13.5513,34.7893,34.7974,7.22E-02,98.5105,2.30E-02,23.652,9.26
SKQ201617S,sta001,12/24/2016,15:37,-109.34742,22.6666,2960,164.094,13.5204,13.522,34.7854,34.794,7.02E-02,98.4985,2.14E-02,23.316,9.123
SKQ201617S,sta001,12/24/2016,15:37,-109.34742,22.6666,2960,165.101,13.4952,13.4944,34.7839,34.7924,6.96E-02,98.496,2.01E-02,23.001,8.995
SKQ201617S,sta001,12/24/2016,15:37,-109.34742,22.6666,2960,166.109,13.4866,13.4874,34.7835,34.7922,6.99E-02,98.5059,1.92E-02,22.839,8.93
SKQ201617S,sta001,12/24/2016,15:37,-109.34742,22.6666,2960,167.116,13.4798,13.4805,34.7839,34.7921,6.93E-02,98.5134,1.81E-02,22.793,8.911
SKQ201617S,sta001,12/24/2016,15:37,-109.34742,22.6666,2960,168.123,13.4711,13.4707,34.7839,34.7921,6.97E-02,98.5082,1.68E-02,22.701,8.873
SKQ201617S,sta001,12/24/2016,15:37,-109.34742,22.6666,2960,169.13,13.4667,13.4664,34.7851,34.7932,7.08E-02,98.4923,1.57E-02,22.483,8.787
SKQ201617S,sta001,12/24/2016,15:37,-109.34742,22.6666,2960,170.137,13.439,13.4389,34.7817,34.7897,6.88E-02,98.5042,1.47E-02,21.86,8.539
SKQ201617S,sta001,12/24/2016,15:37,-109.34742,22.6666,2960,171.144,13.4051,13.4049,34.7772,34.7855,6.86E-02,98.4948,1.41E-02,21.466,8.379
SKQ201617S,sta001,12/24/2016,15:37,-109.34742,22.6666,2960,172.152,13.3883,13.3883,34.7756,34.7838,7.08E-02,98.4961,1.38E-02,21.213,8.277
SKQ201617S,sta001,12/24/2016,15:37,-109.34742,22.6666,2960,173.158,13.3721,13.3716,34.7773,34.7857,6.98E-02,98.4995,1.27E-02,21.072,8.22
SKQ201617S,sta001,12/24/2016,15:37,-109.34742,22.6666,2960,174.166,13.3689,13.3686,34.7786,34.7869,7.08E-02,98.4816,1.19E-02,21.093,8.228
SKQ201617S,sta001,12/24/2016,15:37,-109.34742,22.6666,2960,175.173,13.3723,13.373,34.7819,34.7905,7.25E-02,98.4823,1.13E-02,20.671,8.064
SKQ201617S,sta001,12/24/2016,15:37,-109.34741,22.6666,2960,176.18,13.3129,13.3132,34.7738,34.7823,7.23E-02,98.3987,1.05E-02,20.232,7.882
SKQ201617S,sta001,12/24/2016,15:37,-109.3474,22.6666,2960,177.187,13.3149,13.3152,34.7835,34.792,7.18E-02,98.4735,1.00E-02,20.546,8.005
SKQ201617S,sta001,12/24/2016,15:37,-109.3474,22.6666,2960,178.194,13.3468,13.3487,34.7959,34.805,7.17E-02,98.5271,9.87E-03,20.645,8.05
SKQ201617S,sta001,12/24/2016,15:37,-109.34741,22.6666,2960,179.201,13.3685,13.3688,34.8093,34.8179,7.15E-02,98.5027,9.01E-03,20.494,7.995
SKQ201617S,sta001,12/24/2016,15:37,-109.34742,22.6666,2960,180.209,13.3312,13.3322,34.8082,34.8167,6.98E-02,98.4842,8.53E-03,20.239,7.89
SKQ201617S,sta001,12/24/2016,15:37,-109.34742,22.6666,2960,181.216,13.3098,13.3103,34.8091,34.8176,7.19E-02,98.4697,8.41E-03,19.956,7.776
SKQ201617S,sta001,12/24/2016,15:37,-109.34742,22.6666,2960,182.223,13.2995,13.2997,34.8103,34.8188,7.08E-02,98.4392,7.66E-03,19.657,7.658
SKQ201617S,sta001,12/24/2016,15:37,-109.34742,22.6666,2960,183.23,13.2613,13.2611,34.8088,34.8171,7.14E-02,98.4616,7.03E-03,19.138,7.45
SKQ201617S,sta001,12/24/2016,15:37,-109.34742,22.6666,2960,184.238,13.2294,13.2297,34.8078,34.8162,7.15E-02,98.4775,7.05E-03,18.613,7.241
SKQ201617S,sta001,12/24/2016,15:37,-109.34742,22.6666,2960,185.245,13.1573,13.1533,34.802,34.8097,7.16E-02,98.5019,6.40E-03,18.047,7.01
SKQ201617S,sta001,12/24/2016,15:37,-109.3474,22.6666,2960,186.252,13.0944,13.101,34.7955,34.8047,7.17E-02,98.5206,5.70E-03,17.672,6.855
SKQ201617S,sta001,12/24/2016,15:37,-109.3474,22.6666,2960,187.259,13.0746,13.0735,34.7929,34.8013,7.30E-02,98.4579,5.65E-03,17.357,6.73
SKQ201617S,sta001,12/24/2016,15:37,-109.3474,22.6666,2960,188.266,13.008,13.0109,34.7818,34.7899,7.35E-02,98.4984,5.22E-03,17.111,6.626
SKQ201617S,sta001,12/24/2016,15:37,-109.3474,22.6666,2960,189.274,12.9748,12.9764,34.7793,34.7881,7.31E-02,98.5017,4.54E-03,16.985,6.572
SKQ201617S,sta001,12/24/2016,15:37,-109.3474,22.6666,2960,190.281,12.968,12.97,34.7766,34.7853,7.31E-02,98.4704,4.26E-03,16.879,6.53
SKQ201617S,sta001,12/24/2016,15:37,-109.3474,22.6666,2960,191.288,12.9373,12.9382,34.7732,34.7815,7.27E-02,98.4463,4.12E-03,16.754,6.478
SKQ201617S,sta001,12/24/2016,15:37,-109.3474,22.6666,2960,192.295,12.9179,12.9181,34.771,34.7794,7.34E-02,98.4798,3.74E-03,16.54,6.392
SKQ201617S,sta001,12/24/2016,15:37,-109.3474,22.6666,2960,193.303,12.9144,12.9147,34.7712,34.7795,7.12E-02,98.4768,3.01E-03,16.343,6.316
SKQ201617S,sta001,12/24/2016,15:37,-109.3474,22.6666,2960,194.31,12.9,12.9005,34.7697,34.7781,7.38E-02,98.5053,2.86E-03,16.154,6.241
SKQ201617S,sta001,12/24/2016,15:37,-109.3474,22.6666,2960,195.317,12.8821,12.8824,34.7681,34.7763,7.15E-02,98.5216,2.86E-03,15.544,6.003
SKQ201617S,sta001,12/24/2016,15:37,-109.3474,22.6666,2960,196.325,12.8464,12.8467,34.7721,34.7805,7.26E-02,98.5211,2.86E-03,14.596,5.633
SKQ201617S,sta001,12/24/2016,15:37,-109.3474,22.6666,2960,197.332,12.7867,12.7872,34.7701,34.7781,7.38E-02,98.5237,2.79E-03,13.699,5.28
SKQ201617S,sta001,12/24/2016,15:37,-109.3474,22.6666,2960,198.339,12.6834,12.6833,34.7597,34.7675,7.51E-02,98.5094,2.80E-03,12.922,4.97
SKQ201617S,sta001,12/24/2016,15:37,-109.3474,22.6666,2960,199.346,12.6174,12.6191,34.7513,34.7593,7.14E-02,98.5174,2.15E-03,12.26,4.708
SKQ201617S,sta001,12/24/2016,15:37,-109.3474,22.66662,2960,200.353,12.5724,12.5733,34.7461,34.7542,7.32E-02,98.5125,1.64E-03,11.917,4.572
SKQ201617S,sta001,12/24/2016,15:37,-109.3474,22.6666,2960,201.36,12.5637,12.5639,34.7455,34.7537,7.19E-02,98.5441,1.53E-03,11.601,4.45
SKQ201617S,sta001,12/24/2016,15:37,-109.3474,22.6666,2960,202.368,12.5409,12.5413,34.7422,34.7499,7.27E-02,98.5167,1.47E-03,11.018,4.224
SKQ201617S,sta001,12/24/2016,15:37,-109.3474,22.6666,2960,203.375,12.4645,12.4645,34.7359,34.7436,7.36E-02,98.5454,1.41E-03,10.456,4.003
SKQ201617S,sta001,12/24/2016,15:37,-109.3474,22.6666,2960,204.382,12.4133,12.4135,34.7311,34.739,7.27E-02,98.522,1.05E-03,9.944,3.802
SKQ201617S,sta001,12/24/2016,15:37,-109.3474,22.6666,2960,205.39,12.3748,12.3755,34.7264,34.7342,7.19E-02,98.5426,5.60E-04,9.614,3.673
SKQ201617S,sta001,12/24/2016,15:37,-109.3474,22.6666,2960,206.397,12.3628,12.363,34.7282,34.7363,7.33E-02,98.5508,3.25E-04,9.45,3.61
SKQ201617S,sta001,12/24/2016,15:37,-109.3474,22.6666,2960,207.405,12.35,12.3504,34.7273,34.7353,6.99E-02,98.5497,4.36E-04,9.279,3.544
SKQ201617S,sta001,12/24/2016,15:37,-109.3474,22.6666,2960,208.412,12.3212,12.3216,34.7236,34.7315,7.48E-02,98.5343,9.76E-05,9.033,3.447
SKQ201617S,sta001,12/24/2016,15:37,-109.3474,22.6666,2960,209.419,12.303,12.3027,34.7196,34.7275,7.18E-02,98.5491,8.89E-05,8.891,3.392
SKQ201617S,sta001,12/24/2016,15:37,-109.3474,22.6666,2960,210.426,12.2572,12.257,34.7142,34.7221,7.28E-02,98.5591,8.89E-05,8.81,3.358
SKQ201617S,sta001,12/24/2016,15:37,-109.3474,22.66662,2960,211.434,12.1899,12.1862,34.7073,34.7146,7.38E-02,98.5633,1.36E-04,8.585,3.267
SKQ201617S,sta001,12/24/2016,15:37,-109.3474,22.66662,2960,212.441,12.1546,12.1553,34.7024,34.7104,7.20E-02,98.554,8.44E-05,8.567,3.258
SKQ201617S,sta001,12/24/2016,15:37,-109.3474,22.66662,2960,213.449,12.115,12.1154,34.6978,34.7055,7.28E-02,98.5698,8.89E-05,8.457,3.213
SKQ201617S,sta001,12/24/2016,15:37,-109.3474,22.66662,2960,214.456,12.0758,12.0761,34.6989,34.7068,7.22E-02,98.5557,4.61E-05,8.269,3.139
SKQ201617S,sta001,12/24/2016,15:37,-109.3474,22.6666,2960,215.464,12.083,12.0832,34.7068,34.7148,7.35E-02,98.5736,3.79E-05,8.071,3.065
SKQ201617S,sta001,12/24/2016,15:37,-109.3474,22.6666,2960,216.47,12.0832,12.0835,34.7105,34.7184,7.46E-02,98.5823,3.56E-05,7.873,2.99
SKQ201617S,sta001,12/24/2016,15:37,-109.3474,22.6666,2960,217.478,12.074,12.0746,34.7134,34.7215,7.27E-02,98.5651,1.63E-05,7.745,2.941
SKQ201617S,sta001,12/24/2016,15:37,-109.34738,22.6666,2960,218.485,12.0601,12.0613,34.7136,34.7216,7.23E-02,98.5718,8.63E-08,7.535,2.86
SKQ201617S,sta001,12/24/2016,15:37,-109.34738,22.6666,2960,219.493,12.0068,12.0071,34.7075,34.7153,7.33E-02,98.5053,6.64E-06,7.268,2.755
SKQ201617S,sta001,12/24/2016,15:37,-109.34738,22.66661,2960,220.5,11.9914,11.9899,34.7083,34.7159,7.50E-02,98.5842,-4.81E-08,6.956,2.636
SKQ201617S,sta001,12/24/2016,15:37,-109.34738,22.66662,2960,221.507,12.0213,12.0228,34.7173,34.7262,7.34E-02,98.5742,1.00E-12,6.646,2.52
SKQ201617S,sta001,12/24/2016,15:37,-109.34738,22.66662,2960,222.515,12.0159,12.0154,34.7177,34.7255,7.41E-02,98.5481,1.00E-12,6.585,2.497
SKQ201617S,sta001,12/24/2016,15:37,-109.34738,22.66662,2960,223.523,12.0069,12.0069,34.7185,34.7265,7.60E-02,98.5497,1.00E-12,6.319,2.396
SKQ201617S,sta001,12/24/2016,15:37,-109.34738,22.66662,2960,224.53,12.0045,12.0046,34.7198,34.7278,7.64E-02,98.5714,1.00E-12,6.136,2.326
SKQ201617S,sta001,12/24/2016,15:37,-109.34738,22.66662,2960,225.537,12.0029,12.0033,34.7205,34.7284,7.43E-02,98.5725,1.00E-12,6.07,2.301
SKQ201617S,sta001,12/24/2016,15:37,-109.34738,22.66662,2960,226.545,11.9975,11.9979,34.7202,34.7282,7.55E-02,98.5737,1.00E-12,5.997,2.273
SKQ201617S,sta001,12/24/2016,15:37,-109.34738,22.66661,2960,227.552,12.0005,12.0008,34.7219,34.7301,7.58E-02,98.5527,1.00E-12,5.896,2.235
SKQ201617S,sta001,12/24/2016,15:37,-109.34738,22.6666,2960,228.559,11.9877,11.9877,34.7213,34.7293,7.44E-02,98.5523,1.00E-12,5.582,2.116
SKQ201617S,sta001,12/24/2016,15:37,-109.34738,22.6666,2960,229.567,11.9767,11.9769,34.721,34.7289,7.54E-02,98.5536,1.00E-12,5.394,2.044
SKQ201617S,sta001,12/24/2016,15:37,-109.34738,22.66662,2960,230.574,11.9559,11.9561,34.7201,34.7282,7.46E-02,98.5549,1.00E-12,5.422,2.054
SKQ201617S,sta001,12/24/2016,15:37,-109.34738,22.66662,2960,231.582,11.9436,11.9447,34.7178,34.726,7.29E-02,98.5734,1.00E-12,5.23,1.98
SKQ201617S,sta001,12/24/2016,15:37,-109.34738,22.66662,2960,232.589,11.866,11.8664,34.7114,34.7194,7.43E-02,98.5746,1.00E-12,5.082,1.921
SKQ201617S,sta001,12/24/2016,15:37,-109.34738,22.66662,2960,233.596,11.8225,11.8223,34.7068,34.7143,7.56E-02,98.5806,1.00E-12,5.35,2.021
SKQ201617S,sta001,12/24/2016,15:37,-109.34738,22.66662,2960,234.604,11.7706,11.7703,34.698,34.7055,7.65E-02,98.5998,1.00E-12,5.63,2.124
SKQ201617S,sta001,12/24/2016,15:37,-109.34738,22.66662,2960,235.611,11.7382,11.7383,34.6934,34.7012,7.27E-02,98.6022,1.00E-12,5.756,2.17
SKQ201617S,sta001,12/24/2016,15:37,-109.34738,22.66662,2960,236.619,11.725,11.7252,34.6918,34.6997,7.36E-02,98.6016,1.00E-12,5.708,2.151
SKQ201617S,sta001,12/24/2016,15:37,-109.34738,22.66662,2960,237.626,11.7092,11.7098,34.69,34.6981,7.26E-02,98.6,1.00E-12,5.553,2.092
SKQ201617S,sta001,12/24/2016,15:37,-109.34738,22.66662,2960,238.634,11.702,11.7022,34.689,34.697,7.24E-02,98.5975,1.00E-12,5.567,2.097
SKQ201617S,sta001,12/24/2016,15:37,-109.34738,22.66662,2960,239.641,11.6983,11.6985,34.6889,34.697,7.37E-02,98.5941,1.00E-12,5.498,2.071
SKQ201617S,sta001,12/24/2016,15:37,-109.34736,22.66662,2960,240.649,11.6941,11.6944,34.6896,34.6976,7.57E-02,98.6008,1.00E-12,5.617,2.115
SKQ201617S,sta001,12/24/2016,15:37,-109.34736,22.66662,2960,241.656,11.6914,11.6917,34.6893,34.6974,7.39E-02,98.61,1.00E-12,5.418,2.041
SKQ201617S,sta001,12/24/2016,15:37,-109.34737,22.66662,2960,242.664,11.6871,11.6874,34.6894,34.6975,7.36E-02,98.5993,1.00E-12,5.469,2.059
SKQ201617S,sta001,12/24/2016,15:37,-109.34738,22.66662,2960,243.671,11.6862,11.6865,34.6896,34.6977,7.37E-02,98.6116,1.00E-12,5.445,2.05
SKQ201617S,sta001,12/24/2016,15:37,-109.34738,22.66662,2960,244.679,11.6715,11.6719,34.6884,34.6964,7.37E-02,98.6035,1.00E-12,5.395,2.031
SKQ201617S,sta001,12/24/2016,15:37,-109.34738,22.66662,2960,245.686,11.6465,11.6468,34.6867,34.6946,7.41E-02,98.5397,1.00E-12,5.253,1.976
SKQ201617S,sta001,12/24/2016,15:37,-109.34738,22.66662,2960,246.694,11.6187,11.6194,34.6837,34.6915,7.14E-02,98.5726,1.00E-12,5.045,1.897
SKQ201617S,sta001,12/24/2016,15:37,-109.34738,22.66662,2960,247.701,11.6053,11.6058,34.6831,34.6912,7.54E-02,98.6186,1.00E-12,5.007,1.882
SKQ201617S,sta001,12/24/2016,15:37,-109.34738,22.66662,2960,248.709,11.6033,11.6037,34.6823,34.6905,7.29E-02,98.6245,1.00E-12,4.968,1.867
SKQ201617S,sta001,12/24/2016,15:37,-109.34736,22.66662,2960,249.716,11.6014,11.6019,34.6818,34.6899,7.37E-02,98.6116,1.00E-12,5.096,1.915
SKQ201617S,sta001,12/24/2016,15:37,-109.34736,22.66662,2960,250.724,11.5982,11.5986,34.6811,34.6892,7.43E-02,98.6099,1.00E-12,4.891,1.838
SKQ201617S,sta001,12/24/2016,15:37,-109.34736,22.66662,2960,251.732,11.5869,11.587,34.6802,34.6884,7.48E-02,98.6151,1.00E-12,4.842,1.819
SKQ201617S,sta001,12/24/2016,15:37,-109.34736,22.66662,2960,252.739,11.5684,11.5684,34.6794,34.6874,7.21E-02,98.6153,1.00E-12,4.785,1.797
SKQ201617S,sta001,12/24/2016,15:37,-109.34736,22.66662,2960,253.747,11.5422,11.5424,34.6784,34.6864,7.30E-02,98.6198,1.00E-12,4.678,1.756
SKQ201617S,sta001,12/24/2016,15:37,-109.34736,22.66662,2960,254.754,11.5082,11.5086,34.6819,34.6899,7.56E-02,98.6269,1.00E-12,4.36,1.636
SKQ201617S,sta001,12/24/2016,15:37,-109.34736,22.66662,2960,255.762,11.5223,11.5231,34.6886,34.6971,7.38E-02,98.6062,1.00E-12,4.117,1.545
SKQ201617S,sta001,12/24/2016,15:37,-109.34736,22.66662,2960,256.769,11.5419,11.5425,34.6945,34.7028,7.30E-02,98.5496,1.00E-12,3.863,1.45
SKQ201617S,sta001,12/24/2016,15:37,-109.34736,22.66662,2960,257.777,11.5316,11.532,34.6949,34.7029,7.46E-02,98.5816,1.00E-12,3.546,1.331
SKQ201617S,sta001,12/24/2016,15:37,-109.34736,22.66662,2960,258.784,11.4602,11.4587,34.6899,34.6977,7.37E-02,98.5449,1.00E-12,3.38,1.267
SKQ201617S,sta001,12/24/2016,15:37,-109.34736,22.66662,2960,259.792,11.4205,11.4205,34.6875,34.6954,7.39E-02,98.5902,1.00E-12,3.174,1.189
SKQ201617S,sta001,12/24/2016,15:37,-109.34736,22.66662,2960,260.8,11.4133,11.4138,34.686,34.694,7.48E-02,98.6238,1.00E-12,3.276,1.227
SKQ201617S,sta001,12/24/2016,15:37,-109.34736,22.66662,2960,261.807,11.4031,11.4054,34.6842,34.6924,7.42E-02,98.6268,1.00E-12,3.186,1.193
SKQ201617S,sta001,12/24/2016,15:37,-109.34736,22.66662,2960,262.815,11.3961,11.396,34.6832,34.6911,7.45E-02,98.6268,1.00E-12,3.294,1.233
SKQ201617S,sta001,12/24/2016,15:37,-109.34736,22.66662,2960,263.822,11.389,11.3891,34.6822,34.6902,7.34E-02,98.6387,1.00E-12,3.282,1.228
SKQ201617S,sta001,12/24/2016,15:37,-109.34736,22.66662,2960,264.83,11.381,11.3811,34.6809,34.689,7.33E-02,98.6512,1.00E-12,3.281,1.228
SKQ201617S,sta001,12/24/2016,15:37,-109.34736,22.66662,2960,265.838,11.3682,11.3674,34.6794,34.6873,7.48E-02,98.6234,1.00E-12,3.271,1.224
SKQ201617S,sta001,12/24/2016,15:37,-109.34736,22.66662,2960,266.845,11.3599,11.3596,34.6784,34.6861,7.48E-02,98.6256,1.00E-12,3.301,1.235
SKQ201617S,sta001,12/24/2016,15:37,-109.34736,22.66662,2960,267.853,11.3325,11.3318,34.675,34.6829,7.48E-02,98.6406,1.00E-12,3.4,1.271
SKQ201617S,sta001,12/24/2016,15:37,-109.34736,22.66662,2960,268.86,11.3163,11.3155,34.6729,34.6806,7.61E-02,98.6326,1.00E-12,3.471,1.297
SKQ201617S,sta001,12/24/2016,15:37,-109.34736,22.66662,2960,269.868,11.2826,11.2825,34.6697,34.6775,7.41E-02,98.6363,1.00E-12,3.541,1.322
SKQ201617S,sta001,12/24/2016,15:37,-109.34736,22.66662,2960,270.876,11.2358,11.2348,34.6657,34.6734,7.39E-02,98.6464,1.00E-12,3.509,1.309
SKQ201617S,sta001,12/24/2016,15:37,-109.34736,22.66662,2960,271.883,11.1764,11.176,34.6634,34.6709,7.39E-02,98.6451,1.00E-12,3.438,1.281
SKQ201617S,sta001,12/24/2016,15:37,-109.34736,22.66662,2960,272.891,11.148,11.1484,34.6616,34.6693,7.50E-02,98.652,1.00E-12,3.583,1.334
SKQ201617S,sta001,12/24/2016,15:37,-109.34736,22.66662,2960,273.899,11.113,11.1131,34.6574,34.665,7.56E-02,98.6529,1.00E-12,3.753,1.396
SKQ201617S,sta001,12/24/2016,15:37,-109.34736,22.66662,2960,274.906,11.0805,11.0798,34.6541,34.6616,7.56E-02,98.6356,1.00E-12,4.067,1.512
SKQ201617S,sta001,12/24/2016,15:37,-109.34736,22.66662,2960,275.914,11.0542,11.0551,34.6517,34.6596,7.35E-02,98.6248,1.00E-12,4.172,1.55
SKQ201617S,sta001,12/24/2016,15:37,-109.34736,22.66662,2960,276.922,11.0253,11.0256,34.6483,34.6562,7.49E-02,98.6372,1.00E-12,4.077,1.513
SKQ201617S,sta001,12/24/2016,15:37,-109.34734,22.66662,2960,277.929,11.0174,11.0178,34.6477,34.6555,7.25E-02,98.6367,1.00E-12,3.98,1.477
SKQ201617S,sta001,12/24/2016,15:37,-109.34734,22.66662,2960,278.937,11.0008,11.0001,34.6455,34.6532,7.38E-02,98.61,1.00E-12,3.861,1.433
SKQ201617S,sta001,12/24/2016,15:37,-109.34734,22.66662,2960,279.945,10.9678,10.9679,34.6437,34.6515,7.45E-02,98.5619,1.00E-12,3.908,1.449
SKQ201617S,sta001,12/24/2016,15:37,-109.34734,22.66662,2960,280.952,10.9614,10.961,34.6427,34.6503,7.32E-02,98.6255,1.00E-12,3.938,1.46
SKQ201617S,sta001,12/24/2016,15:37,-109.34734,22.66662,2960,281.96,10.9297,10.9301,34.638,34.6459,7.34E-02,98.647,1.00E-12,4.044,1.498
SKQ201617S,sta001,12/24/2016,15:37,-109.34734,22.66662,2960,282.968,10.9213,10.9227,34.6385,34.6468,7.45E-02,98.6321,1.00E-12,3.991,1.478
SKQ201617S,sta001,12/24/2016,15:37,-109.34734,22.66662,2960,283.975,10.9411,10.94,34.644,34.6521,7.38E-02,98.6267,1.00E-12,3.648,1.352
SKQ201617S,sta001,12/24/2016,15:37,-109.34734,22.66662,2960,284.983,10.9596,10.9593,34.6506,34.6586,7.59E-02,98.6421,1.00E-12,3.224,1.195
SKQ201617S,sta001,12/24/2016,15:37,-109.34734,22.66662,2960,285.991,11.0036,11.0047,34.6633,34.672,7.40E-02,98.6385,1.00E-12,2.944,1.092
SKQ201617S,sta001,12/24/2016,15:37,-109.34734,22.66662,2960,286.998,11.0227,11.0227,34.6687,34.6767,7.53E-02,98.6269,1.00E-12,2.806,1.042
SKQ201617S,sta001,12/24/2016,15:37,-109.34734,22.66662,2960,288.006,11.0174,11.0165,34.6683,34.6762,7.59E-02,98.6268,1.00E-12,2.669,0.991
SKQ201617S,sta001,12/24/2016,15:37,-109.34734,22.66662,2960,289.014,10.971,10.9698,34.6611,34.6688,7.47E-02,98.575,1.00E-12,2.762,1.024
SKQ201617S,sta001,12/24/2016,15:37,-109.34734,22.66662,2960,290.022,10.9219,10.9218,34.6574,34.6654,7.52E-02,98.6498,1.00E-12,2.618,0.97
SKQ201617S,sta001,12/24/2016,15:37,-109.34734,22.66662,2960,291.029,10.9167,10.9171,34.6591,34.6673,7.64E-02,98.6479,1.00E-12,2.351,0.871
SKQ201617S,sta001,12/24/2016,15:37,-109.34734,22.66662,2960,292.037,10.9213,10.9215,34.6625,34.6706,7.67E-02,98.6501,1.00E-12,2.226,0.825
SKQ201617S,sta001,12/24/2016,15:37,-109.34734,22.66662,2960,293.045,10.9076,10.907,34.6604,34.6683,7.62E-02,98.658,1.00E-12,2.261,0.837
SKQ201617S,sta001,12/24/2016,15:37,-109.34734,22.66662,2960,294.052,10.8685,10.8681,34.6567,34.6646,7.55E-02,98.6504,1.00E-12,2.231,0.825
SKQ201617S,sta001,12/24/2016,15:37,-109.34734,22.66662,2960,295.06,10.8549,10.8554,34.6574,34.6655,7.60E-02,98.653,1.00E-12,2.156,0.798
SKQ201617S,sta001,12/24/2016,15:37,-109.34734,22.66662,2960,296.068,10.8568,10.8573,34.6595,34.6674,7.51E-02,98.6451,1.00E-12,2.055,0.76
SKQ201617S,sta001,12/24/2016,15:37,-109.34734,22.66662,2960,297.076,10.8555,10.8558,34.6597,34.6678,7.55E-02,98.653,1.00E-12,2.039,0.754
SKQ201617S,sta001,12/24/2016,15:37,-109.34734,22.66662,2960,298.083,10.8581,10.8586,34.6623,34.6708,7.58E-02,98.6584,1.00E-12,1.896,0.701
SKQ201617S,sta001,12/24/2016,15:37,-109.34734,22.66662,2960,299.091,10.8572,10.8573,34.6658,34.674,7.37E-02,98.6763,1.00E-12,1.757,0.65
SKQ201617S,sta001,12/24/2016,15:37,-109.34734,22.66662,2960,300.099,10.849,10.8493,34.6684,34.6765,7.46E-02,98.6678,1.00E-12,1.667,0.617
SKQ201617S,sta001,12/24/2016,15:37,-109.34734,22.66662,2960,301.107,10.839,10.8392,34.6684,34.6766,7.33E-02,98.636,1.00E-12,1.668,0.617
SKQ201617S,sta001,12/24/2016,15:37,-109.34734,22.66662,2960,302.114,10.8275,10.8271,34.6701,34.6783,7.48E-02,98.6049,1.00E-12,1.552,0.574
SKQ201617S,sta001,12/24/2016,15:37,-109.34734,22.66662,2960,303.122,10.8073,10.8071,34.6711,34.6792,7.42E-02,98.6357,1.00E-12,1.457,0.539
SKQ201617S,sta001,12/24/2016,15:37,-109.34734,22.66662,2960,304.13,10.7793,10.7784,34.6704,34.6785,7.41E-02,98.6351,1.00E-12,1.371,0.507
SKQ201617S,sta001,12/24/2016,15:37,-109.34733,22.66662,2960,305.138,10.7419,10.7412,34.6671,34.6752,7.52E-02,98.6437,1.00E-12,1.452,0.536
SKQ201617S,sta001,12/24/2016,15:37,-109.34732,22.66662,2960,306.146,10.7139,10.7152,34.6657,34.6738,7.37E-02,98.6334,1.00E-12,1.465,0.54
SKQ201617S,sta001,12/24/2016,15:37,-109.34732,22.66662,2960,307.154,10.702,10.7024,34.663,34.671,7.55E-02,98.6454,1.00E-12,1.411,0.521
SKQ201617S,sta001,12/24/2016,15:37,-109.34732,22.66662,2960,308.161,10.668,10.6649,34.657,34.6652,7.30E-02,98.6321,1.00E-12,1.466,0.54
SKQ201617S,sta001,12/24/2016,15:37,-109.34732,22.66662,2960,309.169,10.6245,10.6301,34.652,34.6603,7.50E-02,98.6503,1.00E-12,1.52,0.56
SKQ201617S,sta001,12/24/2016,15:37,-109.34732,22.66662,2960,310.177,10.6049,10.6039,34.6478,34.6558,7.40E-02,98.6566,1.00E-12,1.478,0.544
SKQ201617S,sta001,12/24/2016,15:37,-109.34732,22.66662,2960,311.185,10.5776,10.5774,34.6431,34.6512,7.62E-02,98.6765,1.00E-12,1.502,0.552
